,PARAMETER,YEAR,MONTH,Surface Pressure (kPa),DATE,PARAMETER,YEAR,MONTH,Dew/Frost Point at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Precipitation Corrected (mm/day),DATE,PARAMETER,YEAR,MONTH, Precipitation Corrected Sum (mm),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 2 Meters (m/s),DATE,PARAMETER,YEAR,MONTH,Relative Humidity at 2 Meters (%),DATE,PARAMETER,YEAR,MONTH,Specific Humidity at 2 Meters (g/kg),DATE,PARAMETER,YEAR,MONTH,Temperature at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 10 Meters (m/s),DATE
246,PS,2010,JUL,98.79,7/1/2010,T2MDEW,2010,JUL,22.49,7/1/2010,PRECTOTCORR,2010,JUL,5.27,7/1/2010,PRECTOTCORR_SUM,2010,JUL,147.66,7/1/2010,WS2M,2010,JUL,1.91,7/1/2010,RH2M,2010,JUL,78.69,7/1/2010,QV2M,2010,JUL,17.33,7/1/2010,T2M,2010,JUL,26.82,7/1/2010,WS10M,2010,JUL,2.92,7/1/2010
247,PS,2010,AUG,98.78,8/1/2010,T2MDEW,2010,AUG,23.19,8/1/2010,PRECTOTCORR,2010,AUG,10.55,8/1/2010,PRECTOTCORR_SUM,2010,AUG,263.67,8/1/2010,WS2M,2010,AUG,1.45,8/1/2010,RH2M,2010,AUG,85,8/1/2010,QV2M,2010,AUG,18.07,8/1/2010,T2M,2010,AUG,26.06,8/1/2010,WS10M,2010,AUG,2.33,8/1/2010
248,PS,2010,SEP,98.75,9/1/2010,T2MDEW,2010,SEP,23.04,9/1/2010,PRECTOTCORR,2010,SEP,5.27,9/1/2010,PRECTOTCORR_SUM,2010,SEP,184.57,9/1/2010,WS2M,2010,SEP,1.27,9/1/2010,RH2M,2010,SEP,84.5,9/1/2010,QV2M,2010,SEP,17.94,9/1/2010,T2M,2010,SEP,26.02,9/1/2010,WS10M,2010,SEP,2.09,9/1/2010
249,PS,2010,OCT,98.68,10/1/2010,T2MDEW,2010,OCT,23.05,10/1/2010,PRECTOTCORR,2010,OCT,5.27,10/1/2010,PRECTOTCORR_SUM,2010,OCT,110.74,10/1/2010,WS2M,2010,OCT,1.34,10/1/2010,RH2M,2010,OCT,81.25,10/1/2010,QV2M,2010,OCT,17.94,10/1/2010,T2M,2010,OCT,26.8,10/1/2010,WS10M,2010,OCT,2.19,10/1/2010
250,PS,2010,NOV,98.6,11/1/2010,T2MDEW,2010,NOV,17.51,11/1/2010,PRECTOTCORR,2010,NOV,0,11/1/2010,PRECTOTCORR_SUM,2010,NOV,0,11/1/2010,WS2M,2010,NOV,1.2,11/1/2010,RH2M,2010,NOV,59.81,11/1/2010,QV2M,2010,NOV,13,11/1/2010,T2M,2010,NOV,26.85,11/1/2010,WS10M,2010,NOV,1.91,11/1/2010
251,PS,2010,DEC,98.67,12/1/2010,T2MDEW,2010,DEC,8.55,12/1/2010,PRECTOTCORR,2010,DEC,0,12/1/2010,PRECTOTCORR_SUM,2010,DEC,0,12/1/2010,WS2M,2010,DEC,1.77,12/1/2010,RH2M,2010,DEC,42.75,12/1/2010,QV2M,2010,DEC,7.2,12/1/2010,T2M,2010,DEC,23.34,12/1/2010,WS10M,2010,DEC,2.77,12/1/2010
252,PS,2011,JAN,98.69,1/1/2011,T2MDEW,2011,JAN,6.34,1/1/2011,PRECTOTCORR,2011,JAN,0,1/1/2011,PRECTOTCORR_SUM,2011,JAN,0,1/1/2011,WS2M,2011,JAN,2.3,1/1/2011,RH2M,2011,JAN,38.56,1/1/2011,QV2M,2011,JAN,6.23,1/1/2011,T2M,2011,JAN,22.65,1/1/2011,WS10M,2011,JAN,3.52,1/1/2011
253,PS,2011,FEB,98.52,2/1/2011,T2MDEW,2011,FEB,12.16,2/1/2011,PRECTOTCORR,2011,FEB,0,2/1/2011,PRECTOTCORR_SUM,2011,FEB,0,2/1/2011,WS2M,2011,FEB,2.07,2/1/2011,RH2M,2011,FEB,40.94,2/1/2011,QV2M,2011,FEB,9.52,2/1/2011,T2M,2011,FEB,28.48,2/1/2011,WS10M,2011,FEB,3.06,2/1/2011
254,PS,2011,MAR,98.42,3/1/2011,T2MDEW,2011,MAR,12.35,3/1/2011,PRECTOTCORR,2011,MAR,0,3/1/2011,PRECTOTCORR_SUM,2011,MAR,0,3/1/2011,WS2M,2011,MAR,2.07,3/1/2011,RH2M,2011,MAR,37.38,3/1/2011,QV2M,2011,MAR,9.83,3/1/2011,T2M,2011,MAR,30.96,3/1/2011,WS10M,2011,MAR,3.05,3/1/2011
255,PS,2011,APR,98.36,4/1/2011,T2MDEW,2011,APR,13.78,4/1/2011,PRECTOTCORR,2011,APR,0,4/1/2011,PRECTOTCORR_SUM,2011,APR,0,4/1/2011,WS2M,2011,APR,2.28,4/1/2011,RH2M,2011,APR,38.38,4/1/2011,QV2M,2011,APR,11.17,4/1/2011,T2M,2011,APR,32.24,4/1/2011,WS10M,2011,APR,3.23,4/1/2011
256,PS,2011,MAY,98.54,5/1/2011,T2MDEW,2011,MAY,21.72,5/1/2011,PRECTOTCORR,2011,MAY,0,5/1/2011,PRECTOTCORR_SUM,2011,MAY,58.01,5/1/2011,WS2M,2011,MAY,2.3,5/1/2011,RH2M,2011,MAY,61.62,5/1/2011,QV2M,2011,MAY,16.6,5/1/2011,T2M,2011,MAY,30.72,5/1/2011,WS10M,2011,MAY,3.27,5/1/2011
257,PS,2011,JUN,98.71,6/1/2011,T2MDEW,2011,JUN,21.69,6/1/2011,PRECTOTCORR,2011,JUN,0,6/1/2011,PRECTOTCORR_SUM,2011,JUN,42.19,6/1/2011,WS2M,2011,JUN,2.16,6/1/2011,RH2M,2011,JUN,65.62,6/1/2011,QV2M,2011,JUN,16.54,6/1/2011,T2M,2011,JUN,29.44,6/1/2011,WS10M,2011,JUN,3.14,6/1/2011
258,PS,2011,JUL,98.76,7/1/2011,T2MDEW,2011,JUL,22.08,7/1/2011,PRECTOTCORR,2011,JUL,5.27,7/1/2011,PRECTOTCORR_SUM,2011,JUL,158.2,7/1/2011,WS2M,2011,JUL,1.71,7/1/2011,RH2M,2011,JUL,73.44,7/1/2011,QV2M,2011,JUL,16.91,7/1/2011,T2M,2011,JUL,27.77,7/1/2011,WS10M,2011,JUL,2.62,7/1/2011
259,PS,2011,AUG,98.8,8/1/2011,T2MDEW,2011,AUG,22.58,8/1/2011,PRECTOTCORR,2011,AUG,5.27,8/1/2011,PRECTOTCORR_SUM,2011,AUG,226.76,8/1/2011,WS2M,2011,AUG,1.45,8/1/2011,RH2M,2011,AUG,81.5,8/1/2011,QV2M,2011,AUG,17.46,8/1/2011,T2M,2011,AUG,26.23,8/1/2011,WS10M,2011,AUG,2.33,8/1/2011
260,PS,2011,SEP,98.83,9/1/2011,T2MDEW,2011,SEP,22.48,9/1/2011,PRECTOTCORR,2011,SEP,5.27,9/1/2011,PRECTOTCORR_SUM,2011,SEP,131.84,9/1/2011,WS2M,2011,SEP,1.32,9/1/2011,RH2M,2011,SEP,78.56,9/1/2011,QV2M,2011,SEP,17.33,9/1/2011,T2M,2011,SEP,26.83,9/1/2011,WS10M,2011,SEP,2.19,9/1/2011
261,PS,2011,OCT,98.6,10/1/2011,T2MDEW,2011,OCT,20.73,10/1/2011,PRECTOTCORR,2011,OCT,0,10/1/2011,PRECTOTCORR_SUM,2011,OCT,36.91,10/1/2011,WS2M,2011,OCT,1.36,10/1/2011,RH2M,2011,OCT,68.62,10/1/2011,QV2M,2011,OCT,15.81,10/1/2011,T2M,2011,OCT,27.95,10/1/2011,WS10M,2011,OCT,2.23,10/1/2011
262,PS,2011,NOV,98.69,11/1/2011,T2MDEW,2011,NOV,9.44,11/1/2011,PRECTOTCORR,2011,NOV,0,11/1/2011,PRECTOTCORR_SUM,2011,NOV,0,11/1/2011,WS2M,2011,NOV,1.59,11/1/2011,RH2M,2011,NOV,38.38,11/1/2011,QV2M,2011,NOV,7.75,11/1/2011,T2M,2011,NOV,26.56,11/1/2011,WS10M,2011,NOV,2.52,11/1/2011
263,PS,2011,DEC,98.85,12/1/2011,T2MDEW,2011,DEC,2.59,12/1/2011,PRECTOTCORR,2011,DEC,0,12/1/2011,PRECTOTCORR_SUM,2011,DEC,0,12/1/2011,WS2M,2011,DEC,2.23,12/1/2011,RH2M,2011,DEC,28.44,12/1/2011,QV2M,2011,DEC,4.76,12/1/2011,T2M,2011,DEC,23.4,12/1/2011,WS10M,2011,DEC,3.52,12/1/2011
264,PS,2012,JAN,98.8,1/1/2012,T2MDEW,2012,JAN,2.28,1/1/2012,PRECTOTCORR,2012,JAN,0,1/1/2012,PRECTOTCORR_SUM,2012,JAN,0,1/1/2012,WS2M,2012,JAN,2.34,1/1/2012,RH2M,2012,JAN,25.19,1/1/2012,QV2M,2012,JAN,4.76,1/1/2012,T2M,2012,JAN,24.87,1/1/2012,WS10M,2012,JAN,3.55,1/1/2012
265,PS,2012,FEB,98.49,2/1/2012,T2MDEW,2012,FEB,4.42,2/1/2012,PRECTOTCORR,2012,FEB,0,2/1/2012,PRECTOTCORR_SUM,2012,FEB,0,2/1/2012,WS2M,2012,FEB,2.17,2/1/2012,RH2M,2012,FEB,23.62,2/1/2012,QV2M,2012,FEB,5.8,2/1/2012,T2M,2012,FEB,29.04,2/1/2012,WS10M,2012,FEB,3.21,2/1/2012
266,PS,2012,MAR,98.57,3/1/2012,T2MDEW,2012,MAR,2.05,3/1/2012,PRECTOTCORR,2012,MAR,0,3/1/2012,PRECTOTCORR_SUM,2012,MAR,0,3/1/2012,WS2M,2012,MAR,2.59,3/1/2012,RH2M,2012,MAR,19.44,3/1/2012,QV2M,2012,MAR,5,3/1/2012,T2M,2012,MAR,30.16,3/1/2012,WS10M,2012,MAR,3.78,3/1/2012
267,PS,2012,APR,98.4,4/1/2012,T2MDEW,2012,APR,18.21,4/1/2012,PRECTOTCORR,2012,APR,0,4/1/2012,PRECTOTCORR_SUM,2012,APR,10.55,4/1/2012,WS2M,2012,APR,2.75,4/1/2012,RH2M,2012,APR,46.44,4/1/2012,QV2M,2012,APR,13.61,4/1/2012,T2M,2012,APR,32.57,4/1/2012,WS10M,2012,APR,3.81,4/1/2012
268,PS,2012,MAY,98.64,5/1/2012,T2MDEW,2012,MAY,21.62,5/1/2012,PRECTOTCORR,2012,MAY,5.27,5/1/2012,PRECTOTCORR_SUM,2012,MAY,105.47,5/1/2012,WS2M,2012,MAY,2.39,5/1/2012,RH2M,2012,MAY,65.06,5/1/2012,QV2M,2012,MAY,16.54,5/1/2012,T2M,2012,MAY,29.73,5/1/2012,WS10M,2012,MAY,3.4,5/1/2012
269,PS,2012,JUN,98.8,6/1/2012,T2MDEW,2012,JUN,21.99,6/1/2012,PRECTOTCORR,2012,JUN,5.27,6/1/2012,PRECTOTCORR_SUM,2012,JUN,137.11,6/1/2012,WS2M,2012,JUN,1.84,6/1/2012,RH2M,2012,JUN,70.81,6/1/2012,QV2M,2012,JUN,16.85,6/1/2012,T2M,2012,JUN,28.31,6/1/2012,WS10M,2012,JUN,2.73,6/1/2012
270,PS,2012,JUL,98.8,7/1/2012,T2MDEW,2012,JUL,22.58,7/1/2012,PRECTOTCORR,2012,JUL,5.27,7/1/2012,PRECTOTCORR_SUM,2012,JUL,200.39,7/1/2012,WS2M,2012,JUL,1.48,7/1/2012,RH2M,2012,JUL,80.75,7/1/2012,QV2M,2012,JUL,17.46,7/1/2012,T2M,2012,JUL,26.4,7/1/2012,WS10M,2012,JUL,2.33,7/1/2012
271,PS,2012,AUG,98.86,8/1/2012,T2MDEW,2012,AUG,22.69,8/1/2012,PRECTOTCORR,2012,AUG,10.55,8/1/2012,PRECTOTCORR_SUM,2012,AUG,284.77,8/1/2012,WS2M,2012,AUG,1.39,8/1/2012,RH2M,2012,AUG,83.69,8/1/2012,QV2M,2012,AUG,17.52,8/1/2012,T2M,2012,AUG,25.83,8/1/2012,WS10M,2012,AUG,2.24,8/1/2012
272,PS,2012,SEP,98.87,9/1/2012,T2MDEW,2012,SEP,22.9,9/1/2012,PRECTOTCORR,2012,SEP,5.27,9/1/2012,PRECTOTCORR_SUM,2012,SEP,137.11,9/1/2012,WS2M,2012,SEP,1.3,9/1/2012,RH2M,2012,SEP,83.31,9/1/2012,QV2M,2012,SEP,17.76,9/1/2012,T2M,2012,SEP,26.15,9/1/2012,WS10M,2012,SEP,2.12,9/1/2012
273,PS,2012,OCT,98.69,10/1/2012,T2MDEW,2012,OCT,22.46,10/1/2012,PRECTOTCORR,2012,OCT,0,10/1/2012,PRECTOTCORR_SUM,2012,OCT,26.37,10/1/2012,WS2M,2012,OCT,1.23,10/1/2012,RH2M,2012,OCT,76.06,10/1/2012,QV2M,2012,OCT,17.33,10/1/2012,T2M,2012,OCT,27.47,10/1/2012,WS10M,2012,OCT,2.03,10/1/2012
274,PS,2012,NOV,98.68,11/1/2012,T2MDEW,2012,NOV,16.76,11/1/2012,PRECTOTCORR,2012,NOV,0,11/1/2012,PRECTOTCORR_SUM,2012,NOV,0,11/1/2012,WS2M,2012,NOV,1.5,11/1/2012,RH2M,2012,NOV,56.75,11/1/2012,QV2M,2012,NOV,12.33,11/1/2012,T2M,2012,NOV,27.19,11/1/2012,WS10M,2012,NOV,2.45,11/1/2012
275,PS,2012,DEC,98.78,12/1/2012,T2MDEW,2012,DEC,9.73,12/1/2012,PRECTOTCORR,2012,DEC,0,12/1/2012,PRECTOTCORR_SUM,2012,DEC,0,12/1/2012,WS2M,2012,DEC,2.05,12/1/2012,RH2M,2012,DEC,45.5,12/1/2012,QV2M,2012,DEC,8.06,12/1/2012,T2M,2012,DEC,23.81,12/1/2012,WS10M,2012,DEC,3.28,12/1/2012
276,PS,2013,JAN,98.82,1/1/2013,T2MDEW,2013,JAN,8.28,1/1/2013,PRECTOTCORR,2013,JAN,0,1/1/2013,PRECTOTCORR_SUM,2013,JAN,0,1/1/2013,WS2M,2013,JAN,2.1,1/1/2013,RH2M,2013,JAN,37.44,1/1/2013,QV2M,2013,JAN,7.32,1/1/2013,T2M,2013,JAN,25.43,1/1/2013,WS10M,2013,JAN,3.2,1/1/2013
277,PS,2013,FEB,98.59,2/1/2013,T2MDEW,2013,FEB,7.76,2/1/2013,PRECTOTCORR,2013,FEB,0,2/1/2013,PRECTOTCORR_SUM,2013,FEB,0,2/1/2013,WS2M,2013,FEB,2.13,2/1/2013,RH2M,2013,FEB,31.56,2/1/2013,QV2M,2013,FEB,7.39,2/1/2013,T2M,2013,FEB,28.23,2/1/2013,WS10M,2013,FEB,3.16,2/1/2013
278,PS,2013,MAR,98.43,3/1/2013,T2MDEW,2013,MAR,16.57,3/1/2013,PRECTOTCORR,2013,MAR,0,3/1/2013,PRECTOTCORR_SUM,2013,MAR,0,3/1/2013,WS2M,2013,MAR,2.15,3/1/2013,RH2M,2013,MAR,40.94,3/1/2013,QV2M,2013,MAR,12.33,3/1/2013,T2M,2013,MAR,33.14,3/1/2013,WS10M,2013,MAR,3.05,3/1/2013
279,PS,2013,APR,98.51,4/1/2013,T2MDEW,2013,APR,19.94,4/1/2013,PRECTOTCORR,2013,APR,0,4/1/2013,PRECTOTCORR_SUM,2013,APR,15.82,4/1/2013,WS2M,2013,APR,2.38,4/1/2013,RH2M,2013,APR,51.25,4/1/2013,QV2M,2013,APR,14.95,4/1/2013,T2M,2013,APR,32.24,4/1/2013,WS10M,2013,APR,3.29,4/1/2013
280,PS,2013,MAY,98.62,5/1/2013,T2MDEW,2013,MAY,21.15,5/1/2013,PRECTOTCORR,2013,MAY,0,5/1/2013,PRECTOTCORR_SUM,2013,MAY,42.19,5/1/2013,WS2M,2013,MAY,2.29,5/1/2013,RH2M,2013,MAY,57.19,5/1/2013,QV2M,2013,MAY,16.05,5/1/2013,T2M,2013,MAY,31.43,5/1/2013,WS10M,2013,MAY,3.2,5/1/2013
281,PS,2013,JUN,98.74,6/1/2013,T2MDEW,2013,JUN,21.98,6/1/2013,PRECTOTCORR,2013,JUN,5.27,6/1/2013,PRECTOTCORR_SUM,2013,JUN,126.56,6/1/2013,WS2M,2013,JUN,2.06,6/1/2013,RH2M,2013,JUN,68.44,6/1/2013,QV2M,2013,JUN,16.85,6/1/2013,T2M,2013,JUN,28.96,6/1/2013,WS10M,2013,JUN,3.02,6/1/2013
282,PS,2013,JUL,98.86,7/1/2013,T2MDEW,2013,JUL,22.23,7/1/2013,PRECTOTCORR,2013,JUL,5.27,7/1/2013,PRECTOTCORR_SUM,2013,JUL,105.47,7/1/2013,WS2M,2013,JUL,1.57,7/1/2013,RH2M,2013,JUL,76.69,7/1/2013,QV2M,2013,JUL,17.03,7/1/2013,T2M,2013,JUL,27.01,7/1/2013,WS10M,2013,JUL,2.46,7/1/2013
283,PS,2013,AUG,98.79,8/1/2013,T2MDEW,2013,AUG,22.44,8/1/2013,PRECTOTCORR,2013,AUG,5.27,8/1/2013,PRECTOTCORR_SUM,2013,AUG,195.12,8/1/2013,WS2M,2013,AUG,1.38,8/1/2013,RH2M,2013,AUG,81.44,8/1/2013,QV2M,2013,AUG,17.27,8/1/2013,T2M,2013,AUG,26.12,8/1/2013,WS10M,2013,AUG,2.21,8/1/2013
284,PS,2013,SEP,98.83,9/1/2013,T2MDEW,2013,SEP,22.63,9/1/2013,PRECTOTCORR,2013,SEP,5.27,9/1/2013,PRECTOTCORR_SUM,2013,SEP,89.65,9/1/2013,WS2M,2013,SEP,1.16,9/1/2013,RH2M,2013,SEP,79,9/1/2013,QV2M,2013,SEP,17.46,9/1/2013,T2M,2013,SEP,26.87,9/1/2013,WS10M,2013,SEP,1.91,9/1/2013
285,PS,2013,OCT,98.75,10/1/2013,T2MDEW,2013,OCT,18.02,10/1/2013,PRECTOTCORR,2013,OCT,0,10/1/2013,PRECTOTCORR_SUM,2013,OCT,31.64,10/1/2013,WS2M,2013,OCT,1.38,10/1/2013,RH2M,2013,OCT,58.94,10/1/2013,QV2M,2013,OCT,13.49,10/1/2013,T2M,2013,OCT,28.09,10/1/2013,WS10M,2013,OCT,2.2,10/1/2013
286,PS,2013,NOV,98.58,11/1/2013,T2MDEW,2013,NOV,10.05,11/1/2013,PRECTOTCORR,2013,NOV,0,11/1/2013,PRECTOTCORR_SUM,2013,NOV,0,11/1/2013,WS2M,2013,NOV,1.68,11/1/2013,RH2M,2013,NOV,36,11/1/2013,QV2M,2013,NOV,8.06,11/1/2013,T2M,2013,NOV,28.19,11/1/2013,WS10M,2013,NOV,2.74,11/1/2013
287,PS,2013,DEC,98.78,12/1/2013,T2MDEW,2013,DEC,4.31,12/1/2013,PRECTOTCORR,2013,DEC,0,12/1/2013,PRECTOTCORR_SUM,2013,DEC,0,12/1/2013,WS2M,2013,DEC,2.21,12/1/2013,RH2M,2013,DEC,26.62,12/1/2013,QV2M,2013,DEC,5.37,12/1/2013,T2M,2013,DEC,26.17,12/1/2013,WS10M,2013,DEC,3.4,12/1/2013
288,PS,2014,JAN,98.74,1/1/2014,T2MDEW,2014,JAN,1.62,1/1/2014,PRECTOTCORR,2014,JAN,0,1/1/2014,PRECTOTCORR_SUM,2014,JAN,0,1/1/2014,WS2M,2014,JAN,2.32,1/1/2014,RH2M,2014,JAN,22.44,1/1/2014,QV2M,2014,JAN,4.76,1/1/2014,T2M,2014,JAN,26.48,1/1/2014,WS10M,2014,JAN,3.54,1/1/2014
289,PS,2014,FEB,98.62,2/1/2014,T2MDEW,2014,FEB,-0.7,2/1/2014,PRECTOTCORR,2014,FEB,0,2/1/2014,PRECTOTCORR_SUM,2014,FEB,0,2/1/2014,WS2M,2014,FEB,2.88,2/1/2014,RH2M,2014,FEB,16.31,2/1/2014,QV2M,2014,FEB,3.78,2/1/2014,T2M,2014,FEB,28.44,2/1/2014,WS10M,2014,FEB,4.16,2/1/2014
290,PS,2014,MAR,98.48,3/1/2014,T2MDEW,2014,MAR,6.93,3/1/2014,PRECTOTCORR,2014,MAR,0,3/1/2014,PRECTOTCORR_SUM,2014,MAR,0,3/1/2014,WS2M,2014,MAR,2.11,3/1/2014,RH2M,2014,MAR,25.69,3/1/2014,QV2M,2014,MAR,7.51,3/1/2014,T2M,2014,MAR,31.56,3/1/2014,WS10M,2014,MAR,3.05,3/1/2014
291,PS,2014,APR,98.48,4/1/2014,T2MDEW,2014,APR,18.52,4/1/2014,PRECTOTCORR,2014,APR,0,4/1/2014,PRECTOTCORR_SUM,2014,APR,52.73,4/1/2014,WS2M,2014,APR,2.38,4/1/2014,RH2M,2014,APR,46.69,4/1/2014,QV2M,2014,APR,13.98,4/1/2014,T2M,2014,APR,32.87,4/1/2014,WS10M,2014,APR,3.3,4/1/2014
292,PS,2014,MAY,98.57,5/1/2014,T2MDEW,2014,MAY,21.19,5/1/2014,PRECTOTCORR,2014,MAY,0,5/1/2014,PRECTOTCORR_SUM,2014,MAY,58.01,5/1/2014,WS2M,2014,MAY,2.18,5/1/2014,RH2M,2014,MAY,58.94,5/1/2014,QV2M,2014,MAY,16.11,5/1/2014,T2M,2014,MAY,31.05,5/1/2014,WS10M,2014,MAY,3.09,5/1/2014
293,PS,2014,JUN,98.72,6/1/2014,T2MDEW,2014,JUN,21.31,6/1/2014,PRECTOTCORR,2014,JUN,0,6/1/2014,PRECTOTCORR_SUM,2014,JUN,73.83,6/1/2014,WS2M,2014,JUN,2.1,6/1/2014,RH2M,2014,JUN,60.44,6/1/2014,QV2M,2014,JUN,16.17,6/1/2014,T2M,2014,JUN,30.6,6/1/2014,WS10M,2014,JUN,3.05,6/1/2014
294,PS,2014,JUL,98.89,7/1/2014,T2MDEW,2014,JUL,21.48,7/1/2014,PRECTOTCORR,2014,JUL,5.27,7/1/2014,PRECTOTCORR_SUM,2014,JUL,94.92,7/1/2014,WS2M,2014,JUL,1.79,7/1/2014,RH2M,2014,JUL,66.62,7/1/2014,QV2M,2014,JUL,16.3,7/1/2014,T2M,2014,JUL,28.93,7/1/2014,WS10M,2014,JUL,2.72,7/1/2014
295,PS,2014,AUG,98.85,8/1/2014,T2MDEW,2014,AUG,22.58,8/1/2014,PRECTOTCORR,2014,AUG,5.27,8/1/2014,PRECTOTCORR_SUM,2014,AUG,216.21,8/1/2014,WS2M,2014,AUG,1.5,8/1/2014,RH2M,2014,AUG,80.56,8/1/2014,QV2M,2014,AUG,17.46,8/1/2014,T2M,2014,AUG,26.46,8/1/2014,WS10M,2014,AUG,2.4,8/1/2014
296,PS,2014,SEP,98.85,9/1/2014,T2MDEW,2014,SEP,22.67,9/1/2014,PRECTOTCORR,2014,SEP,5.27,9/1/2014,PRECTOTCORR_SUM,2014,SEP,189.84,9/1/2014,WS2M,2014,SEP,1.29,9/1/2014,RH2M,2014,SEP,82.31,9/1/2014,QV2M,2014,SEP,17.52,9/1/2014,T2M,2014,SEP,26.13,9/1/2014,WS10M,2014,SEP,2.11,9/1/2014
297,PS,2014,OCT,98.75,10/1/2014,T2MDEW,2014,OCT,20.61,10/1/2014,PRECTOTCORR,2014,OCT,0,10/1/2014,PRECTOTCORR_SUM,2014,OCT,15.82,10/1/2014,WS2M,2014,OCT,1.46,10/1/2014,RH2M,2014,OCT,67.75,10/1/2014,QV2M,2014,OCT,15.56,10/1/2014,T2M,2014,OCT,27.98,10/1/2014,WS10M,2014,OCT,2.37,10/1/2014
298,PS,2014,NOV,98.71,11/1/2014,T2MDEW,2014,NOV,13.42,11/1/2014,PRECTOTCORR,2014,NOV,0,11/1/2014,PRECTOTCORR_SUM,2014,NOV,0,11/1/2014,WS2M,2014,NOV,1.63,11/1/2014,RH2M,2014,NOV,46.44,11/1/2014,QV2M,2014,NOV,10.19,11/1/2014,T2M,2014,NOV,27.72,11/1/2014,WS10M,2014,NOV,2.64,11/1/2014
299,PS,2014,DEC,98.87,12/1/2014,T2MDEW,2014,DEC,4.69,12/1/2014,PRECTOTCORR,2014,DEC,0,12/1/2014,PRECTOTCORR_SUM,2014,DEC,0,12/1/2014,WS2M,2014,DEC,2.06,12/1/2014,RH2M,2014,DEC,29.56,12/1/2014,QV2M,2014,DEC,5.55,12/1/2014,T2M,2014,DEC,25.19,12/1/2014,WS10M,2014,DEC,3.22,12/1/2014
300,PS,2015,JAN,99,1/1/2015,T2MDEW,2015,JAN,-0.56,1/1/2015,PRECTOTCORR,2015,JAN,0,1/1/2015,PRECTOTCORR_SUM,2015,JAN,0,1/1/2015,WS2M,2015,JAN,2.62,1/1/2015,RH2M,2015,JAN,22.12,1/1/2015,QV2M,2015,JAN,3.78,1/1/2015,T2M,2015,JAN,23.42,1/1/2015,WS10M,2015,JAN,3.95,1/1/2015
301,PS,2015,FEB,98.62,2/1/2015,T2MDEW,2015,FEB,3.73,2/1/2015,PRECTOTCORR,2015,FEB,0,2/1/2015,PRECTOTCORR_SUM,2015,FEB,0,2/1/2015,WS2M,2015,FEB,2.27,2/1/2015,RH2M,2015,FEB,22.94,2/1/2015,QV2M,2015,FEB,5.68,2/1/2015,T2M,2015,FEB,29.26,2/1/2015,WS10M,2015,FEB,3.36,2/1/2015
302,PS,2015,MAR,98.54,3/1/2015,T2MDEW,2015,MAR,6.66,3/1/2015,PRECTOTCORR,2015,MAR,0,3/1/2015,PRECTOTCORR_SUM,2015,MAR,0,3/1/2015,WS2M,2015,MAR,2.37,3/1/2015,RH2M,2015,MAR,25.75,3/1/2015,QV2M,2015,MAR,7.2,3/1/2015,T2M,2015,MAR,30.9,3/1/2015,WS10M,2015,MAR,3.45,3/1/2015
303,PS,2015,APR,98.6,4/1/2015,T2MDEW,2015,APR,5.67,4/1/2015,PRECTOTCORR,2015,APR,0,4/1/2015,PRECTOTCORR_SUM,2015,APR,0,4/1/2015,WS2M,2015,APR,2.31,4/1/2015,RH2M,2015,APR,23.81,4/1/2015,QV2M,2015,APR,6.96,4/1/2015,T2M,2015,APR,32.15,4/1/2015,WS10M,2015,APR,3.33,4/1/2015
304,PS,2015,MAY,98.58,5/1/2015,T2MDEW,2015,MAY,19.3,5/1/2015,PRECTOTCORR,2015,MAY,0,5/1/2015,PRECTOTCORR_SUM,2015,MAY,36.91,5/1/2015,WS2M,2015,MAY,2.47,5/1/2015,RH2M,2015,MAY,49.38,5/1/2015,QV2M,2015,MAY,14.47,5/1/2015,T2M,2015,MAY,32.55,5/1/2015,WS10M,2015,MAY,3.48,5/1/2015
305,PS,2015,JUN,98.75,6/1/2015,T2MDEW,2015,JUN,20.26,6/1/2015,PRECTOTCORR,2015,JUN,0,6/1/2015,PRECTOTCORR_SUM,2015,JUN,15.82,6/1/2015,WS2M,2015,JUN,2.63,6/1/2015,RH2M,2015,JUN,53.38,6/1/2015,QV2M,2015,JUN,15.14,6/1/2015,T2M,2015,JUN,31.65,6/1/2015,WS10M,2015,JUN,3.72,6/1/2015
306,PS,2015,JUL,98.89,7/1/2015,T2MDEW,2015,JUL,21.76,7/1/2015,PRECTOTCORR,2015,JUL,5.27,7/1/2015,PRECTOTCORR_SUM,2015,JUL,126.56,7/1/2015,WS2M,2015,JUL,1.84,7/1/2015,RH2M,2015,JUL,67.81,7/1/2015,QV2M,2015,JUL,16.6,7/1/2015,T2M,2015,JUL,28.9,7/1/2015,WS10M,2015,JUL,2.76,7/1/2015
307,PS,2015,AUG,98.83,8/1/2015,T2MDEW,2015,AUG,23.25,8/1/2015,PRECTOTCORR,2015,AUG,5.27,8/1/2015,PRECTOTCORR_SUM,2015,AUG,232.03,8/1/2015,WS2M,2015,AUG,1.32,8/1/2015,RH2M,2015,AUG,84.06,8/1/2015,QV2M,2015,AUG,18.13,8/1/2015,T2M,2015,AUG,26.3,8/1/2015,WS10M,2015,AUG,2.12,8/1/2015
